Order_ID,Product_ID,User_ID,Order_Date,Return_Date,Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,is_returned,days_to_return,return_probability
ORD00001460,PROD00001460,USER00001460,2023-10-07,2023-05-08,1,131.54,5,Defective,Returned,-19638.0,40,1,32,3,0,25.91,1,-152.0,1.0
ORD00001461,PROD00001461,USER00001461,2024-08-04,2023-05-03,3,229.71,5,Changed mind,Returned,-19940.0,37,1,93,3,0,26.93,1,-459.0,1.0
ORD00001463,PROD00001463,USER00001463,2023-04-26,2024-08-19,4,116.28,3,Changed mind,Returned,-19473.0,51,1,0,0,2,11.97,1,481.0,1.0
ORD00001467,PROD00001467,USER00001467,2023-11-03,2023-08-07,0,481.46,4,Wrong item,Returned,-19665.0,67,0,58,1,2,9.73,1,-88.0,1.0
ORD00001469,PROD00001469,USER00001469,2023-11-14,2023-03-06,4,400.5,5,Defective,Returned,-19676.0,67,0,66,2,2,22.24,1,-253.0,1.0
ORD00001471,PROD00001471,USER00001471,2024-07-03,2024-09-23,3,58.77,2,Changed mind,Returned,-19907.0,69,1,16,0,0,6.57,1,82.0,1.0
ORD00001473,PROD00001473,USER00001473,2023-11-20,2024-04-06,0,160.3,4,Not as described,Returned,-19681.0,62,0,67,3,0,3.16,1,138.0,1.0
ORD00001474,PROD00001474,USER00001474,2023-07-19,2023-10-23,1,77.04,5,Defective,Returned,-19557.0,48,1,6,3,2,45.53,1,96.0,1.0
ORD00001476,PROD00001476,USER00001476,2023-06-12,2024-03-23,3,255.38,2,Not as described,Returned,-19520.0,61,0,80,2,1,46.05,1,285.0,1.0
ORD00001479,PROD00001479,USER00001479,2024-04-23,2024-05-16,0,272.24,5,Defective,Returned,-19836.0,62,1,32,0,0,8.95,1,23.0,1.0
ORD00001480,PROD00001480,USER00001480,2023-07-12,2024-11-10,3,18.23,3,Not as described,Returned,-19550.0,40,1,30,0,2,32.1,1,487.0,1.0
ORD00001482,PROD00001482,USER00001482,2024-07-30,2024-12-03,3,458.88,1,Wrong item,Returned,-19934.0,35,1,36,1,1,39.0,1,126.0,1.0
ORD00001483,PROD00001483,USER00001483,2023-01-14,2024-07-30,3,40.5,1,Defective,Returned,-19371.0,67,0,65,3,1,47.0,1,563.0,1.0
ORD00001487,PROD00001487,USER00001487,2024-04-05,2023-07-17,3,448.98,2,Defective,Returned,-19819.0,56,0,12,0,2,1.76,1,-263.0,1.0
ORD00001488,PROD00001488,USER00001488,2023-09-11,2024-08-09,3,256.97,3,Defective,Returned,-19611.0,19,0,15,2,0,47.64,1,333.0,1.0
ORD00001491,PROD00001491,USER00001491,2023-10-07,2023-11-29,2,170.48,3,Wrong item,Returned,-19637.0,67,0,38,3,2,40.25,1,53.0,1.0
ORD00001492,PROD00001492,USER00001492,2023-05-15,2024-02-25,4,498.15,2,Not as described,Returned,-19492.0,22,1,33,1,2,43.65,1,286.0,1.0
ORD00001497,PROD00001497,USER00001497,2024-10-14,2024-07-03,0,449.83,4,Not as described,Returned,-20011.0,36,1,80,2,2,18.99,1,-103.0,1.0
ORD00001500,PROD00001500,USER00001500,2024-02-24,2024-08-21,0,5.6,4,Defective,Returned,-19777.0,63,1,71,0,2,30.21,1,179.0,1.0
ORD00001503,PROD00001503,USER00001503,2024-11-07,2024-06-20,0,468.12,3,Changed mind,Returned,-20035.0,56,1,46,1,1,17.46,1,-140.0,1.0
ORD00001504,PROD00001504,USER00001504,2023-04-22,2024-03-02,4,23.68,3,Changed mind,Returned,-19469.0,66,1,88,2,2,23.0,1,315.0,1.0
ORD00001505,PROD00001505,USER00001505,2023-02-10,2024-08-09,2,178.24,3,Changed mind,Returned,-19398.0,56,0,86,1,0,38.66,1,546.0,1.0
ORD00001507,PROD00001507,USER00001507,2023-01-21,2024-08-03,3,310.89,3,Wrong item,Returned,-19378.0,33,1,89,0,2,26.73,1,560.0,1.0
ORD00001509,PROD00001509,USER00001509,2023-12-24,2023-09-06,1,89.63,4,Not as described,Returned,-19716.0,49,1,33,3,2,28.25,1,-109.0,1.0
ORD00001512,PROD00001512,USER00001512,2024-09-16,2023-10-07,2,97.72,2,Not as described,Returned,-19983.0,53,0,11,1,2,11.62,1,-345.0,1.0
ORD00001513,PROD00001513,USER00001513,2023-10-30,2024-02-02,4,393.68,5,Not as described,Returned,-19660.0,38,1,85,3,1,43.29,1,95.0,1.0
ORD00001517,PROD00001517,USER00001517,2023-01-10,2024-01-13,2,146.29,3,Changed mind,Returned,-19367.0,26,0,5,0,1,27.68,1,368.0,1.0
ORD00001519,PROD00001519,USER00001519,2023-05-06,2024-08-03,0,331.68,1,Wrong item,Returned,-19483.0,62,1,83,1,2,16.68,1,455.0,1.0
ORD00001522,PROD00001522,USER00001522,2024-03-27,2023-09-02,0,72.19,2,Not as described,Returned,-19810.0,24,0,72,1,2,43.58,1,-207.0,1.0
ORD00001524,PROD00001524,USER00001524,2024-12-01,2024-12-29,4,231.47,2,Not as described,Returned,-20058.0,48,0,52,0,1,15.64,1,28.0,1.0
ORD00001525,PROD00001525,USER00001525,2024-03-13,2024-12-25,2,305.19,5,Wrong item,Returned,-19795.0,64,1,96,2,0,20.94,1,287.0,1.0
ORD00001526,PROD00001526,USER00001526,2023-08-25,2023-01-27,2,282.86,2,Not as described,Returned,-19595.0,46,1,63,3,0,48.42,1,-210.0,1.0
ORD00001527,PROD00001527,USER00001527,2024-05-15,2023-10-16,1,157.46,1,Changed mind,Returned,-19859.0,69,0,84,2,2,9.16,1,-212.0,1.0
ORD00001528,PROD00001528,USER00001528,2024-08-24,2023-08-21,0,427.49,3,Not as described,Returned,-19960.0,21,1,83,1,2,21.89,1,-369.0,1.0
ORD00001529,PROD00001529,USER00001529,2023-09-22,2023-07-30,0,475.42,2,Changed mind,Returned,-19623.0,27,0,83,1,1,17.48,1,-54.0,1.0
ORD00001535,PROD00001535,USER00001535,2023-12-13,2024-04-25,3,47.71,1,Defective,Returned,-19704.0,49,1,57,2,0,35.39,1,134.0,1.0
ORD00001537,PROD00001537,USER00001537,2023-07-05,2023-10-28,1,260.11,1,Not as described,Returned,-19543.0,26,1,25,3,1,1.08,1,115.0,1.0
ORD00001539,PROD00001539,USER00001539,2024-05-09,2024-08-24,2,447.6,5,Not as described,Returned,-19852.0,44,0,61,0,0,9.16,1,107.0,1.0
ORD00001540,PROD00001540,USER00001540,2024-03-06,2024-03-04,0,308.3,3,Defective,Returned,-19789.0,45,1,88,1,1,49.27,1,-2.0,1.0
ORD00001542,PROD00001542,USER00001542,2023-08-02,2024-05-03,3,157.27,2,Not as described,Returned,-19571.0,43,0,23,0,1,38.52,1,275.0,1.0
ORD00001544,PROD00001544,USER00001544,2023-07-28,2024-06-09,4,238.5,5,Changed mind,Returned,-19566.0,42,1,82,2,1,45.0,1,317.0,1.0
ORD00001545,PROD00001545,USER00001545,2023-09-23,2023-10-07,3,373.23,2,Defective,Returned,-19623.0,65,0,39,2,1,20.2,1,14.0,1.0
ORD00001547,PROD00001547,USER00001547,2024-03-01,2023-02-22,0,305.49,3,Wrong item,Returned,-19784.0,68,0,2,3,1,18.44,1,-373.0,1.0
ORD00001550,PROD00001550,USER00001550,2023-10-22,2024-05-30,0,286.67,1,Defective,Returned,-19652.0,24,0,26,0,2,10.16,1,221.0,1.0
ORD00001552,PROD00001552,USER00001552,2023-11-29,2024-07-30,2,396.48,3,Defective,Returned,-19690.0,54,1,76,0,0,31.23,1,244.0,1.0
ORD00001556,PROD00001556,USER00001556,2023-10-22,2023-04-12,4,234.4,2,Not as described,Returned,-19653.0,48,0,79,1,2,14.92,1,-193.0,1.0
ORD00001557,PROD00001557,USER00001557,2023-07-11,2024-12-01,2,118.35,1,Defective,Returned,-19549.0,44,0,51,1,0,38.68,1,509.0,1.0
ORD00001558,PROD00001558,USER00001558,2023-03-26,2023-07-31,3,380.57,5,Wrong item,Returned,-19442.0,32,1,67,2,2,17.74,1,127.0,1.0
ORD00001559,PROD00001559,USER00001559,2023-09-26,2024-05-31,3,399.11,1,Not as described,Returned,-19626.0,70,0,16,2,1,16.12,1,248.0,1.0
ORD00001561,PROD00001561,USER00001561,2024-08-12,2024-08-11,2,205.52,1,Not as described,Returned,-19948.0,58,1,15,2,1,49.99,1,-1.0,1.0
ORD00001562,PROD00001562,USER00001562,2023-08-19,2024-12-31,3,385.69,3,Wrong item,Returned,-19588.0,32,0,23,2,0,42.99,1,500.0,1.0
ORD00001563,PROD00001563,USER00001563,2024-05-27,2023-09-21,2,18.93,4,Not as described,Returned,-19871.0,57,0,25,1,1,40.24,1,-249.0,1.0
ORD00001568,PROD00001568,USER00001568,2023-09-18,2024-07-13,2,390.08,3,Not as described,Returned,-19618.0,49,0,18,0,0,18.15,1,299.0,1.0
ORD00001569,PROD00001569,USER00001569,2024-10-25,2024-09-15,1,39.23,1,Not as described,Returned,-20022.0,35,0,15,0,1,45.56,1,-40.0,1.0
ORD00001570,PROD00001570,USER00001570,2023-09-19,2023-01-26,4,383.91,2,Changed mind,Returned,-19620.0,29,0,67,2,1,44.88,1,-236.0,1.0
ORD00001571,PROD00001571,USER00001571,2024-04-01,2023-03-26,1,96.47,5,Not as described,Returned,-19815.0,45,1,37,0,1,20.96,1,-372.0,1.0
ORD00001574,PROD00001574,USER00001574,2023-01-13,2023-02-16,0,338.68,2,Wrong item,Returned,-19370.0,46,0,56,1,2,39.31,1,34.0,1.0
ORD00001576,PROD00001576,USER00001576,2023-06-07,2023-01-24,3,258.41,3,Defective,Returned,-19516.0,50,0,84,1,1,0.38,1,-134.0,1.0
ORD00001579,PROD00001579,USER00001579,2024-07-07,2024-05-01,0,483.27,1,Not as described,Returned,-19912.0,60,0,63,1,0,34.45,1,-67.0,1.0
ORD00001580,PROD00001580,USER00001580,2024-09-02,2023-04-06,0,78.57,4,Changed mind,Returned,-19969.0,41,0,6,2,2,48.03,1,-515.0,1.0
ORD00001581,PROD00001581,USER00001581,2023-10-28,2023-12-16,3,294.86,1,Defective,Returned,-19658.0,19,0,60,1,0,33.91,1,49.0,1.0
ORD00001583,PROD00001583,USER00001583,2023-04-20,2023-07-10,3,257.84,4,Defective,Returned,-19467.0,57,1,63,1,0,2.99,1,81.0,1.0
ORD00001588,PROD00001588,USER00001588,2024-04-25,2023-09-07,1,170.97,4,Wrong item,Returned,-19839.0,51,1,5,3,1,41.18,1,-231.0,1.0
ORD00001592,PROD00001592,USER00001592,2024-01-30,2024-12-06,4,157.56,1,Changed mind,Returned,-19752.0,35,0,25,3,2,13.92,1,311.0,1.0
ORD00001594,PROD00001594,USER00001594,2023-08-01,2023-01-06,2,300.47,2,Changed mind,Returned,-19571.0,31,0,66,3,2,28.81,1,-207.0,1.0
ORD00001595,PROD00001595,USER00001595,2023-10-08,2023-05-25,1,34.47,3,Changed mind,Returned,-19639.0,59,1,54,1,2,25.29,1,-136.0,1.0
ORD00001596,PROD00001596,USER00001596,2023-04-27,2023-06-28,4,353.53,1,Not as described,Returned,-19474.0,32,0,73,2,2,28.7,1,62.0,1.0
ORD00001598,PROD00001598,USER00001598,2024-11-17,2024-09-25,4,55.83,4,Defective,Returned,-20045.0,64,0,13,1,2,9.12,1,-53.0,1.0
ORD00001607,PROD00001607,USER00001607,2024-06-29,2023-07-08,1,379.39,5,Wrong item,Returned,-19904.0,32,1,96,0,1,22.18,1,-357.0,1.0
ORD00001608,PROD00001608,USER00001608,2023-06-25,2024-08-09,2,388.98,1,Not as described,Returned,-19533.0,20,1,12,3,2,13.98,1,411.0,1.0
ORD00001609,PROD00001609,USER00001609,2024-10-13,2023-10-15,2,111.64,3,Wrong item,Returned,-20010.0,60,1,61,2,2,16.42,1,-364.0,1.0
ORD00001610,PROD00001610,USER00001610,2023-03-31,2023-11-07,1,317.95,1,Not as described,Returned,-19447.0,62,0,38,3,2,8.56,1,221.0,1.0
ORD00001613,PROD00001613,USER00001613,2023-04-04,2023-05-26,2,49.73,3,Not as described,Returned,-19451.0,61,1,30,0,1,21.54,1,52.0,1.0
ORD00001614,PROD00001614,USER00001614,2024-03-09,2023-01-13,4,23.62,3,Changed mind,Returned,-19792.0,47,1,87,3,2,19.11,1,-421.0,1.0
ORD00001616,PROD00001616,USER00001616,2024-01-25,2024-11-08,2,433.41,5,Not as described,Returned,-19747.0,34,0,14,0,2,24.91,1,288.0,1.0
ORD00001617,PROD00001617,USER00001617,2024-07-28,2023-08-25,1,414.28,4,Not as described,Returned,-19933.0,58,1,16,0,2,2.68,1,-338.0,1.0
ORD00001618,PROD00001618,USER00001618,2024-07-14,2024-12-14,4,418.85,3,Wrong item,Returned,-19918.0,34,0,15,1,2,26.3,1,153.0,1.0
ORD00001619,PROD00001619,USER00001619,2024-11-19,2024-12-02,1,91.83,2,Not as described,Returned,-20046.0,70,1,81,0,0,3.58,1,13.0,1.0
ORD00001620,PROD00001620,USER00001620,2023-06-17,2024-05-06,2,431.01,5,Wrong item,Returned,-19525.0,32,1,87,3,1,43.37,1,324.0,1.0
ORD00001621,PROD00001621,USER00001621,2024-06-14,2023-01-23,3,214.19,3,Not as described,Returned,-19889.0,67,0,75,1,1,15.17,1,-508.0,1.0
ORD00001622,PROD00001622,USER00001622,2024-07-19,2024-05-22,1,23.47,2,Defective,Returned,-19924.0,21,0,22,0,0,32.65,1,-58.0,1.0
ORD00001624,PROD00001624,USER00001624,2023-07-23,2023-06-22,4,348.04,5,Changed mind,Returned,-19562.0,37,0,43,1,1,34.24,1,-31.0,1.0
ORD00001628,PROD00001628,USER00001628,2023-10-23,2024-01-08,1,277.87,5,Changed mind,Returned,-19653.0,33,1,92,2,2,25.92,1,77.0,1.0
ORD00001631,PROD00001631,USER00001631,2024-06-14,2024-12-08,0,12.7,4,Wrong item,Returned,-19888.0,41,1,58,3,2,48.06,1,177.0,1.0
ORD00001635,PROD00001635,USER00001635,2024-02-01,2023-06-16,4,398.88,4,Wrong item,Returned,-19755.0,32,1,96,0,1,23.63,1,-230.0,1.0
ORD00001636,PROD00001636,USER00001636,2024-02-10,2024-02-28,2,396.34,4,Defective,Returned,-19763.0,68,0,45,3,0,40.17,1,18.0,1.0
ORD00001637,PROD00001637,USER00001637,2024-03-19,2023-05-21,4,309.18,2,Changed mind,Returned,-19802.0,57,0,18,3,0,19.07,1,-303.0,1.0
ORD00001639,PROD00001639,USER00001639,2023-04-22,2024-01-27,4,286.96,4,Not as described,Returned,-19469.0,66,0,61,1,1,5.45,1,280.0,1.0
ORD00001640,PROD00001640,USER00001640,2023-06-03,2023-04-03,2,59.71,3,Changed mind,Returned,-19512.0,41,0,95,2,1,42.62,1,-61.0,1.0
ORD00001642,PROD00001642,USER00001642,2023-08-31,2024-12-05,2,119.99,3,Defective,Returned,-19600.0,60,1,60,1,0,8.28,1,462.0,1.0
ORD00001643,PROD00001643,USER00001643,2024-08-10,2024-10-10,4,485.35,5,Wrong item,Returned,-19945.0,50,0,12,3,0,46.34,1,61.0,1.0
ORD00001644,PROD00001644,USER00001644,2024-06-13,2023-08-26,2,423.03,3,Defective,Returned,-19888.0,62,1,46,2,0,42.23,1,-292.0,1.0
ORD00001645,PROD00001645,USER00001645,2024-06-13,2023-01-28,3,213.28,3,Not as described,Returned,-19888.0,68,0,44,2,1,11.79,1,-502.0,1.0
ORD00001647,PROD00001647,USER00001647,2023-11-02,2023-03-30,3,166.41,1,Wrong item,Returned,-19664.0,31,0,5,1,0,24.51,1,-217.0,1.0
ORD00001648,PROD00001648,USER00001648,2024-10-26,2023-03-01,3,394.58,4,Not as described,Returned,-20023.0,59,1,73,2,2,9.51,1,-605.0,1.0
ORD00001650,PROD00001650,USER00001650,2023-03-01,2023-12-29,2,215.96,3,Wrong item,Returned,-19417.0,36,1,60,2,0,7.71,1,303.0,1.0
ORD00001652,PROD00001652,USER00001652,2024-10-05,2023-09-05,0,301.15,3,Not as described,Returned,-20002.0,56,1,7,0,0,14.8,1,-396.0,1.0
ORD00001656,PROD00001656,USER00001656,2023-04-23,2024-05-31,1,174.18,4,Defective,Returned,-19470.0,33,0,4,2,2,16.29,1,404.0,1.0
ORD00001657,PROD00001657,USER00001657,2024-08-11,2023-10-23,0,472.63,5,Changed mind,Returned,-19947.0,49,1,37,0,0,21.3,1,-293.0,1.0
ORD00001659,PROD00001659,USER00001659,2023-11-27,2023-07-21,2,417.02,1,Wrong item,Returned,-19689.0,38,0,47,0,0,7.39,1,-129.0,1.0
ORD00001660,PROD00001660,USER00001660,2024-08-17,2024-06-12,1,114.02,1,Not as described,Returned,-19953.0,26,0,10,1,0,6.1,1,-66.0,1.0
ORD00001662,PROD00001662,USER00001662,2023-02-06,2024-05-18,4,225.2,1,Changed mind,Returned,-19394.0,38,0,69,3,2,41.65,1,467.0,1.0
ORD00001663,PROD00001663,USER00001663,2024-06-09,2023-01-01,2,478.59,3,Defective,Returned,-19884.0,65,1,57,1,0,0.75,1,-525.0,1.0
ORD00001664,PROD00001664,USER00001664,2024-08-22,2024-02-29,0,223.93,3,Not as described,Returned,-19958.0,27,1,39,1,2,25.55,1,-175.0,1.0
ORD00001665,PROD00001665,USER00001665,2023-10-29,2023-02-04,2,60.73,1,Defective,Returned,-19660.0,68,0,19,1,1,6.94,1,-267.0,1.0
ORD00001667,PROD00001667,USER00001667,2023-05-02,2023-01-15,2,130.72,2,Wrong item,Returned,-19480.0,27,0,82,0,2,40.79,1,-107.0,1.0
ORD00001668,PROD00001668,USER00001668,2024-10-13,2023-05-08,0,192.98,2,Wrong item,Returned,-20010.0,35,1,2,1,0,3.87,1,-524.0,1.0
ORD00001669,PROD00001669,USER00001669,2024-12-03,2024-12-27,2,477.05,1,Wrong item,Returned,-20060.0,66,1,41,0,2,34.09,1,24.0,1.0
ORD00001671,PROD00001671,USER00001671,2024-05-02,2024-04-07,0,416.26,1,Defective,Returned,-19846.0,40,1,2,2,2,31.6,1,-25.0,1.0
ORD00001672,PROD00001672,USER00001672,2023-06-10,2023-07-02,0,160.26,3,Changed mind,Returned,-19518.0,54,1,71,3,0,40.85,1,22.0,1.0
ORD00001673,PROD00001673,USER00001673,2023-09-13,2023-11-17,4,136.13,4,Defective,Returned,-19613.0,37,0,63,2,1,17.38,1,65.0,1.0
ORD00001675,PROD00001675,USER00001675,2024-12-18,2024-03-31,2,187.08,1,Wrong item,Returned,-20076.0,43,0,93,2,2,40.36,1,-262.0,1.0
ORD00001677,PROD00001677,USER00001677,2024-06-27,2023-11-03,1,469.43,1,Not as described,Returned,-19902.0,54,1,61,3,2,9.07,1,-237.0,1.0
ORD00001685,PROD00001685,USER00001685,2023-12-14,2024-05-05,4,22.17,2,Changed mind,Returned,-19705.0,69,0,91,0,2,49.12,1,143.0,1.0
ORD00001688,PROD00001688,USER00001688,2024-01-08,2024-06-30,3,55.83,5,Changed mind,Returned,-19730.0,54,0,93,3,1,8.4,1,174.0,1.0
ORD00001690,PROD00001690,USER00001690,2023-10-07,2024-12-22,2,382.49,1,Not as described,Returned,-19637.0,18,1,74,1,2,39.65,1,442.0,1.0
ORD00001691,PROD00001691,USER00001691,2024-03-01,2024-04-12,1,136.94,3,Changed mind,Returned,-19783.0,69,0,20,1,1,36.78,1,42.0,1.0
ORD00001692,PROD00001692,USER00001692,2023-04-30,2023-02-23,3,307.89,2,Wrong item,Returned,-19478.0,37,0,92,2,1,2.86,1,-66.0,1.0
ORD00001693,PROD00001693,USER00001693,2023-02-19,2023-11-28,0,353.45,4,Wrong item,Returned,-19407.0,20,0,64,2,2,7.88,1,282.0,1.0
ORD00001695,PROD00001695,USER00001695,2024-03-07,2023-12-30,2,142.45,5,Not as described,Returned,-19790.0,48,1,77,0,2,46.31,1,-68.0,1.0
ORD00001696,PROD00001696,USER00001696,2023-01-13,2023-12-18,3,32.09,4,Defective,Returned,-19370.0,39,1,70,1,0,33.58,1,339.0,1.0
ORD00001697,PROD00001697,USER00001697,2023-09-04,2023-01-22,1,348.76,1,Wrong item,Returned,-19605.0,64,1,30,0,1,23.1,1,-225.0,1.0
ORD00001698,PROD00001698,USER00001698,2024-10-25,2023-01-05,0,211.88,5,Defective,Returned,-20022.0,69,0,1,3,2,39.36,1,-659.0,1.0
ORD00001699,PROD00001699,USER00001699,2024-08-06,2024-12-26,0,88.02,4,Not as described,Returned,-19941.0,57,0,55,1,2,25.95,1,142.0,1.0
ORD00001700,PROD00001700,USER00001700,2024-09-04,2024-06-14,1,207.06,5,Changed mind,Returned,-19971.0,24,0,29,2,0,3.12,1,-82.0,1.0
ORD00001702,PROD00001702,USER00001702,2024-08-13,2023-10-02,2,295.18,5,Wrong item,Returned,-19949.0,32,0,62,3,1,15.96,1,-316.0,1.0
ORD00001703,PROD00001703,USER00001703,2024-11-05,2024-11-10,1,434.91,1,Wrong item,Returned,-20032.0,39,1,98,2,2,17.33,1,5.0,1.0
ORD00001704,PROD00001704,USER00001704,2024-09-20,2023-10-19,1,365.86,1,Wrong item,Returned,-19987.0,62,0,46,2,2,41.69,1,-337.0,1.0
ORD00001706,PROD00001706,USER00001706,2024-11-15,2024-06-13,3,34.21,2,Changed mind,Returned,-20043.0,25,0,93,3,2,17.34,1,-155.0,1.0
ORD00001707,PROD00001707,USER00001707,2023-10-05,2024-08-16,2,40.04,2,Not as described,Returned,-19635.0,39,0,74,0,0,47.02,1,316.0,1.0
ORD00001708,PROD00001708,USER00001708,2023-06-30,2023-02-05,0,18.68,5,Changed mind,Returned,-19539.0,26,1,27,3,1,13.88,1,-145.0,1.0
ORD00001709,PROD00001709,USER00001709,2024-11-30,2024-03-27,2,130.97,5,Wrong item,Returned,-20058.0,36,1,38,3,0,40.93,1,-248.0,1.0
ORD00001710,PROD00001710,USER00001710,2024-08-13,2024-07-15,2,453.2,3,Not as described,Returned,-19949.0,45,1,80,0,0,35.52,1,-29.0,1.0
ORD00001711,PROD00001711,USER00001711,2024-09-11,2024-04-17,4,129.92,5,Not as described,Returned,-19978.0,36,0,76,1,2,2.2,1,-147.0,1.0
ORD00001712,PROD00001712,USER00001712,2024-05-03,2024-12-01,2,207.34,2,Defective,Returned,-19846.0,58,0,37,2,0,38.86,1,212.0,1.0
ORD00001713,PROD00001713,USER00001713,2024-09-08,2024-03-21,3,42.21,3,Defective,Returned,-19975.0,38,1,76,2,0,11.93,1,-171.0,1.0
ORD00001714,PROD00001714,USER00001714,2024-04-15,2023-10-30,0,183.73,5,Defective,Returned,-19829.0,32,1,67,3,1,25.39,1,-168.0,1.0
ORD00001715,PROD00001715,USER00001715,2023-12-27,2024-07-22,0,26.11,1,Defective,Returned,-19718.0,29,1,22,2,1,48.97,1,208.0,1.0
ORD00001716,PROD00001716,USER00001716,2023-04-24,2023-09-29,4,457.61,1,Wrong item,Returned,-19471.0,29,1,42,0,2,47.76,1,158.0,1.0
ORD00001717,PROD00001717,USER00001717,2024-12-15,2024-09-04,1,415.54,5,Not as described,Returned,-20073.0,21,0,23,0,1,2.91,1,-102.0,1.0
ORD00001718,PROD00001718,USER00001718,2024-09-19,2023-08-21,4,126.36,1,Changed mind,Returned,-19986.0,33,1,25,0,0,42.96,1,-395.0,1.0
ORD00001719,PROD00001719,USER00001719,2024-02-07,2024-03-13,0,385.48,4,Wrong item,Returned,-19760.0,49,0,67,1,1,22.39,1,35.0,1.0
ORD00001720,PROD00001720,USER00001720,2024-03-17,2024-04-22,0,252.01,1,Defective,Returned,-19799.0,64,0,72,0,1,29.81,1,36.0,1.0
ORD00001721,PROD00001721,USER00001721,2023-10-22,2023-08-03,0,176.62,4,Wrong item,Returned,-19653.0,36,0,69,3,1,32.71,1,-80.0,1.0
ORD00001723,PROD00001723,USER00001723,2024-05-10,2023-05-31,1,286.59,4,Changed mind,Returned,-19854.0,35,0,59,0,2,21.08,1,-345.0,1.0
ORD00001724,PROD00001724,USER00001724,2023-05-29,2023-11-08,1,488.14,1,Changed mind,Returned,-19506.0,66,0,27,0,1,28.88,1,163.0,1.0
ORD00001725,PROD00001725,USER00001725,2023-01-12,2023-01-22,3,210.76,1,Not as described,Returned,-19369.0,48,1,26,1,1,29.97,1,10.0,1.0
ORD00001726,PROD00001726,USER00001726,2024-04-22,2023-09-22,1,479.67,5,Wrong item,Returned,-19836.0,19,0,78,2,0,5.28,1,-213.0,1.0
ORD00001727,PROD00001727,USER00001727,2024-05-25,2024-01-13,4,334.8,1,Wrong item,Returned,-19869.0,61,0,33,0,0,43.79,1,-133.0,1.0
ORD00001728,PROD00001728,USER00001728,2024-05-11,2023-06-10,4,31.0,4,Not as described,Returned,-19855.0,18,1,80,3,2,34.46,1,-336.0,1.0
ORD00001730,PROD00001730,USER00001730,2024-06-03,2023-04-27,3,395.26,1,Defective,Returned,-19878.0,59,0,22,2,2,8.29,1,-403.0,1.0
ORD00001732,PROD00001732,USER00001732,2023-06-07,2024-07-22,0,104.18,1,Not as described,Returned,-19515.0,47,0,60,0,2,14.2,1,411.0,1.0
ORD00001734,PROD00001734,USER00001734,2024-01-19,2023-05-03,4,223.69,4,Wrong item,Returned,-19742.0,69,0,88,0,1,11.12,1,-261.0,1.0
ORD00001739,PROD00001739,USER00001739,2024-05-05,2024-10-06,4,68.97,2,Wrong item,Returned,-19848.0,46,1,55,3,2,27.98,1,154.0,1.0
ORD00001741,PROD00001741,USER00001741,2023-07-05,2024-06-15,1,167.55,1,Not as described,Returned,-19543.0,62,0,19,3,1,26.71,1,346.0,1.0
ORD00001743,PROD00001743,USER00001743,2023-07-20,2023-01-19,4,465.36,1,Not as described,Returned,-19559.0,55,1,42,1,1,11.18,1,-182.0,1.0
ORD00001744,PROD00001744,USER00001744,2023-08-03,2024-03-15,0,380.5,2,Wrong item,Returned,-19572.0,70,1,45,1,0,44.84,1,225.0,1.0
ORD00001745,PROD00001745,USER00001745,2024-05-06,2024-12-15,2,188.4,2,Changed mind,Returned,-19849.0,60,0,58,3,2,36.3,1,223.0,1.0
ORD00001748,PROD00001748,USER00001748,2024-01-11,2023-12-10,3,276.76,3,Wrong item,Returned,-19734.0,31,1,75,2,1,41.42,1,-32.0,1.0
ORD00001750,PROD00001750,USER00001750,2024-12-18,2023-03-20,2,158.13,5,Defective,Returned,-20076.0,61,1,6,0,1,46.54,1,-639.0,1.0
ORD00001751,PROD00001751,USER00001751,2024-07-17,2023-03-03,1,62.37,3,Defective,Returned,-19922.0,56,1,5,0,2,13.04,1,-502.0,1.0
ORD00001755,PROD00001755,USER00001755,2023-12-01,2023-01-19,1,423.25,3,Changed mind,Returned,-19693.0,47,1,12,1,0,22.97,1,-316.0,1.0
ORD00001756,PROD00001756,USER00001756,2024-09-15,2024-11-29,3,278.48,2,Changed mind,Returned,-19981.0,28,1,44,0,1,27.78,1,75.0,1.0
ORD00001758,PROD00001758,USER00001758,2024-05-15,2023-11-09,0,38.18,5,Wrong item,Returned,-19859.0,18,0,93,0,2,35.73,1,-188.0,1.0
ORD00001759,PROD00001759,USER00001759,2024-04-26,2024-05-16,0,287.52,3,Defective,Returned,-19839.0,46,1,62,3,0,24.85,1,20.0,1.0
ORD00001762,PROD00001762,USER00001762,2024-07-10,2023-08-18,3,477.52,1,Wrong item,Returned,-19915.0,44,0,2,0,1,15.18,1,-327.0,1.0
ORD00001764,PROD00001764,USER00001764,2023-01-08,2024-07-19,4,144.44,2,Changed mind,Returned,-19365.0,70,1,45,2,1,33.41,1,558.0,1.0
ORD00001766,PROD00001766,USER00001766,2023-11-29,2024-11-17,4,289.17,5,Not as described,Returned,-19690.0,45,0,78,0,0,12.87,1,354.0,1.0
ORD00001767,PROD00001767,USER00001767,2023-07-21,2024-04-25,2,442.06,2,Defective,Returned,-19559.0,21,0,42,1,0,4.42,1,279.0,1.0
